what,kind,bundleId,bundleVersion,description,time
java.specification.version,sysinfo,,,"1.6",1287688836293
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1287688836293
java.version,sysinfo,,,"1.6.0_20",1287688836293
java.vm.info,sysinfo,,,"mixed mode, sharing",1287688836293
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1287688836293
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1287688836293
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1287688836293
java.vm.specification.version,sysinfo,,,"1.0",1287688836293
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1287688836293
java.vm.version,sysinfo,,,"16.3-b01",1287688836293
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1287688838375
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1287688851363
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1287688852069
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1287688858081
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1287688858171
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1287688858630
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1287688858747
